10.0.2.16;162.159.128.233;47940;443;1;0x00000303;4865,4866,4867,49195,49196,52393,49199,49200,52392,49171,49172,156,157,47,53;0,23,65281,10,11,35,16,5,13,51,45,43,21;discord.com;0x0000001d,0x00000017,0x00000018;0
162.159.128.233;10.0.2.16;443;47940;2;0x00000303;4865;51,43;;;
10.0.2.16;162.159.130.232;44074;443;1;0x00000303;4865,4866,4867,49195,49196,52393,49199,49200,52392,49171,49172,156,157,47,53;0,23,65281,10,11,35,16,5,13,51,45,43,21;dl.discordapp.net;0x0000001d,0x00000017,0x00000018;0
162.159.130.232;10.0.2.16;443;44074;2;0x00000303;4865;51,43;;;
10.0.2.16;162.159.130.234;51238;443;1;0x00000303;4865,4866,4867,49195,49196,52393,49199,49200,52392,49171,49172,156,157,47,53;0,23,65281,10,11,35,16,5,13,51,45,43,21;gateway.discord.gg;0x0000001d,0x00000017,0x00000018;0
162.159.130.234;10.0.2.16;443;51238;2;0x00000303;4865;51,43;;;
10.0.2.16;185.151.204.12;47400;443;1;0x00000303;4865,4866,4867,49195,49196,52393,49199,49200,52392,49161,49162,49171,49172,156,157,47,53;0,23,65281,10,11,35,16,5,13,51,45,43,21;app.adjust.com;0x0000001d,0x00000017,0x00000018;0
185.151.204.12;10.0.2.16;443;47400;2;0x00000303;4866;43,51;;;
10.0.2.16;162.159.129.233;57030;443;1;0x00000303;4865,4866,4867,49195,49196,52393,49199,49200,52392,49161,49162,49171,49172,156,157,47,53;0,23,65281,10,11,35,16,5,13,51,45,43,21;cdn.discordapp.com;0x0000001d,0x00000017,0x00000018;0
10.0.2.16;162.159.129.233;57032;443;1;0x00000303;4865,4866,4867,49195,49196,52393,49199,49200,52392,49161,49162,49171,49172,156,157,47,53;0,23,65281,10,11,35,16,5,13,51,45,43,21;cdn.discordapp.com;0x0000001d,0x00000017,0x00000018;0
10.0.2.16;162.159.129.233;57034;443;1;0x00000303;4865,4866,4867,49195,49196,52393,49199,49200,52392,49161,49162,49171,49172,156,157,47,53;0,23,65281,10,11,35,16,5,13,51,45,43,21;cdn.discordapp.com;0x0000001d,0x00000017,0x00000018;0
162.159.129.233;10.0.2.16;443;57030;2;0x00000303;4865;51,43;;;
162.159.129.233;10.0.2.16;443;57034;2;0x00000303;4865;51,43;;;
162.159.129.233;10.0.2.16;443;57032;2;0x00000303;4865;51,43;;;
10.0.2.16;52.10.136.179;53778;443;1;0x00000303;4865,4866,4867,49195,49196,52393,49199,49200,52392,49171,49172,156,157,47,53;0,23,65281,10,11,35,16,5,13,51,45,43;video-edge-21aea0.pdx01.abs.hls.ttvnw.net;0x0000001d,0x00000017,0x00000018;0
52.10.136.179;10.0.2.16;443;53778;2;0x00000303;49199;65281,11,35,16;;;0,1,2
10.0.2.16;162.159.130.232;44088;443;1;0x00000303;4865,4866,4867,49195,49196,52393,49199,49200,52392,49161,49162,49171,49172,156,157,47,53;0,23,65281,10,11,35,16,5,13,51,45,43,21;media.discordapp.net;0x0000001d,0x00000017,0x00000018;0
162.159.130.232;10.0.2.16;443;44088;2;0x00000303;4865;51,43;;;
10.0.2.16;162.159.130.232;44090;443;1;0x00000303;4865,4866,4867,49195,49196,52393,49199,49200,52392,49161,49162,49171,49172,156,157,47,53;0,23,65281,10,11,35,16,5,13,51,45,43,21;media.discordapp.net;0x0000001d,0x00000017,0x00000018;0
162.159.130.232;10.0.2.16;443;44090;2;0x00000303;4865;51,43;;;
10.0.2.16;172.217.23.206;42602;443;1;0x00000303;49195,49196,52393,49199,49200,52392,49161,49162,49171,49172,156,157,47,53;0,23,65281,10,11,35,16,5,13;app-measurement.com;0x0000001d,0x00000017,0x00000018;0
172.217.23.206;10.0.2.16;443;42602;2;0x00000303;49195;23,65281,11,35,16;;;0
10.0.2.16;162.159.129.232;48078;443;1;0x00000303;4865,4866,4867,49195,49196,52393,49199,49200,52392,49161,49162,49171,49172,156,157,47,53;0,23,65281,10,11,35,16,5,13,51,45,43,21;images-ext-1.discordapp.net;0x0000001d,0x00000017,0x00000018;0
162.159.129.232;10.0.2.16;443;48078;2;0x00000303;4865;51,43;;;
10.0.2.16;162.159.134.232;60124;443;1;0x00000303;4865,4866,4867,49195,49196,52393,49199,49200,52392,49161,49162,49171,49172,156,157,47,53;0,23,65281,10,11,35,16,5,13,51,45,43,21;images-ext-2.discordapp.net;0x0000001d,0x00000017,0x00000018;0
