10.0.2.16;217.12.48.97;53100;443;1;0x00000303;4865,4866,4867,49195,49196,52393,49199,49200,52392,49171,49172,156,157,47,53;0,23,65281,10,11,35,16,5,13,51,45,43,21;app.slovakrail.sk;0x0000001d,0x00000017,0x00000018;0
217.12.48.97;10.0.2.16;443;53100;2;0x00000303;49200;65281,11,23;;;0
10.0.2.16;37.9.175.3;50280;443;1;0x00000303;4865,4866,4867,49195,49196,52393,49199,49200,52392,49171,49172,156,157,47,53;0,23,65281,10,11,35,16,5,13,51,45,43,21;www.slovakrail.sk;0x0000001d,0x00000017,0x00000018;0
37.9.175.3;10.0.2.16;443;50280;2;0x00000303;4866;43,51;;;
10.0.2.16;217.12.48.93;33582;443;1;0x00000303;4865,4866,4867,49195,49196,52393,49199,49200,52392,49171,49172,156,157,47,53;0,23,65281,10,11,35,16,5,13,51,45,43,21;www.zssk.sk;0x0000001d,0x00000017,0x00000018;0
217.12.48.93;10.0.2.16;443;33582;2;0x00000303;49200;65281,11,23;;;0
10.0.2.16;54.69.83.225;35730;443;1;0x00000303;4865,4866,4867,49195,49196,52393,49199,49200,52392,49171,49172,156,157,47,53;0,23,65281,10,11,35,16,5,13,51,45,43;video-edge-21aea0.pdx01.abs.hls.ttvnw.net;0x0000001d,0x00000017,0x00000018;0
54.69.83.225;10.0.2.16;443;35730;2;0x00000303;49199;65281,11,35,16;;;0,1,2
10.0.2.16;217.12.48.97;53108;443;1;0x00000303;4865,4866,4867,49195,49196,52393,49199,49200,52392,49171,49172,156,157,47,53;0,23,65281,10,11,35,16,5,13,51,45,43,21;app.slovakrail.sk;0x0000001d,0x00000017,0x00000018;0
217.12.48.97;10.0.2.16;443;53108;2;0x00000303;49200;65281,11,23;;;0
10.0.2.16;216.58.201.78;56932;443;1;0x00000303;49195,49196,52393,49199,49200,52392,49161,49162,49171,49172,156,157,47,53;0,23,65281,10,11,35,16,5,13;clients4.google.com;0x0000001d,0x00000017,0x00000018;0
216.58.201.78;10.0.2.16;443;56932;2;0x00000303;49195;23,65281,11,35,16;;;0
10.0.2.16;216.58.201.78;56934;443;1;0x00000303;4865,4866,4867,49195,49196,52393,49199,49200,52392,49161,49162,49171,49172,156,157,47,53;0,23,65281,10,11,35,16,5,13,51,45,43,21;clients4.google.com;0x0000001d,0x00000017,0x00000018;0
216.58.201.78;10.0.2.16;443;56934;2;0x00000303;4865;51,43;;;
10.0.2.16;172.217.23.228;46248;443;1;0x00000303;4865,4866,4867,49195,49196,52393,49199,49200,52392,49161,49162,49171,49172,156,157,47,53;0,23,65281,10,11,35,16,5,13,51,45,43,21;www.google.com;0x0000001d,0x00000017,0x00000018;0
172.217.23.228;10.0.2.16;443;46248;2;0x00000303;4865;51,43;;;
10.0.2.16;172.217.23.228;46250;443;1;0x00000303;4865,4866,4867,49195,49196,52393,49199,49200,52392,49161,49162,49171,49172,156,157,47,53;0,23,65281,10,11,35,16,5,13,51,45,43,41;www.google.com;0x0000001d,0x00000017,0x00000018;0
172.217.23.228;10.0.2.16;443;46250;2;0x00000303;4865;41,51,43;;;
10.0.2.16;172.217.11.3;51536;443;1;0x00000303;4865,4866,4867,49195,49196,52393,49199,49200,52392,49161,49162,49171,49172,156,157,47,53;0,23,65281,10,11,35,16,5,13,51,45,43,21;csi.gstatic.com;0x0000001d,0x00000017,0x00000018;0
172.217.11.3;10.0.2.16;443;51536;2;0x00000303;4865;51,43;;;
10.0.2.16;217.12.52.141;42184;443;1;0x00000303;51914,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53;39578,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,51914,21;ikvc.slovakrail.sk;0x0000eaea,0x0000001d,0x00000017,0x00000018;0
10.0.2.16;217.12.52.141;42186;443;1;0x00000303;51914,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53;27242,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,60138,21;ikvc.slovakrail.sk;0x00003a3a,0x0000001d,0x00000017,0x00000018;0
217.12.52.141;10.0.2.16;443;42184;2;0x00000303;49200;65281,11,23;;;0
217.12.52.141;10.0.2.16;443;42186;2;0x00000303;49200;65281,11,23;;;0
10.0.2.16;172.217.23.195;35804;443;1;0x00000303;27242,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53;43690,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,31354,21;clientservices.googleapis.com;0x00000a0a,0x0000001d,0x00000017,0x00000018;0
172.217.23.195;10.0.2.16;443;35804;2;0x00000303;4865;51,43;;;
10.0.2.16;142.250.186.170;38356;443;1;0x00000303;49195,49196,52393,49199,49200,52392,49161,49162,49171,49172,156,157,47,53;0,23,65281,10,11,35,16,5,13;safebrowsing.googleapis.com;0x0000001d,0x00000017,0x00000018;0
142.250.186.170;10.0.2.16;443;38356;2;0x00000303;49195;23,65281,11,35,16;;;0
10.0.2.16;217.12.52.141;42198;443;1;0x00000303;60138,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53;2570,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,19018,21;ikvc.slovakrail.sk;0x0000eaea,0x0000001d,0x00000017,0x00000018;0
10.0.2.16;217.12.52.141;42196;443;1;0x00000303;43690,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53;23130,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,60138,21;ikvc.slovakrail.sk;0x0000fafa,0x0000001d,0x00000017,0x00000018;0
10.0.2.16;217.12.52.141;42194;443;1;0x00000303;35466,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53;31354,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,27242,21;ikvc.slovakrail.sk;0x00000a0a,0x0000001d,0x00000017,0x00000018;0
10.0.2.16;217.12.52.141;42192;443;1;0x00000303;39578,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53;51914,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,56026,21;ikvc.slovakrail.sk;0x0000caca,0x0000001d,0x00000017,0x00000018;0
217.12.52.141;10.0.2.16;443;42198;2;0x00000303;49200;65281,11,23;;;0
