ip.src;ip.dst;SNI
10.0.2.16;159.69.198.243;windyapp.co
10.0.2.16;104.26.12.129;spec-offers.windyapp.co
10.0.2.16;195.201.84.103;chats.windyapp.co
10.0.2.16;172.67.73.252;cdn.windyapp.co
10.0.2.16;159.69.183.34;windyapp.co
10.0.2.16;172.67.73.252;spec-offers.windyapp.co
10.0.2.16;104.26.13.129;cdn.windyapp.co
10.0.2.16;172.67.73.252;s.windyapp.co
10.0.2.16;104.26.12.129;cdn.windyapp.co
